Iteration, Temperature, AcceptedMoves, RejectedMoves, Wirelength(HPWL), Area
1, 40000, 7, 0, 979029, 988581
2, 38000, 7, 0, 982267, 1019508
3, 36100, 7, 0, 973048, 981318
4, 34295, 6, 1, 970472, 984906
5, 32580.2, 4, 3, 965635, 978102
6, 30951.2, 5, 2, 967557, 994246
7, 29403.7, 7, 0, 964715, 1005900
8, 27933.5, 7, 0, 976421, 1010328
9, 26536.8, 7, 0, 969241, 981560
10, 25210, 7, 0, 957650, 967295
11, 23949.5, 5, 2, 993539, 969150
12, 22752, 7, 0, 1.00539e+06, 996864
13, 21614.4, 7, 0, 989101, 1038336
14, 20533.7, 7, 0, 971983, 998580
15, 19507, 7, 0, 950630, 948315
16, 18531.6, 7, 1, 953562, 921402
17, 17605.1, 8, 0, 946612, 921519
18, 16724.8, 8, 0, 926511, 860664
19, 15888.6, 8, 0, 939925, 901810
20, 15094.1, 6, 2, 929096, 954465
21, 14339.4, 7, 1, 938183, 993114
22, 13622.5, 8, 0, 979638, 998920
23, 12941.3, 8, 0, 901188, 890624
24, 12294.3, 5, 3, 918342, 926408
25, 11679.6, 7, 1, 931499, 1009769
26, 11095.6, 8, 0, 942160, 1033713
27, 10540.8, 7, 1, 937147, 1013030
28, 10013.8, 8, 0, 896422, 947380
29, 9513.08, 8, 1, 889474, 911550
30, 9037.42, 9, 0, 908601, 910890
31, 8585.55, 6, 3, 921025, 928224
32, 8156.27, 9, 0, 924910, 946412
33, 7748.46, 7, 2, 904802, 929802
34, 7361.04, 5, 4, 899523, 952060
35, 6992.98, 5, 4, 910884, 929894
36, 6643.34, 5, 4, 944010, 1001561
37, 6311.17, 9, 0, 945470, 1020464
38, 5995.61, 9, 0, 901378, 915416
39, 5695.83, 9, 0, 882984, 868280
40, 5411.04, 9, 0, 890593, 852150
41, 5140.49, 8, 2, 897292, 868452
42, 4883.46, 2, 8, 899443, 920871
43, 4639.29, 9, 1, 923834, 922502
44, 4407.32, 9, 1, 941527, 927271
45, 4186.96, 10, 0, 938369, 876492
46, 3977.61, 7, 3, 952545, 882640
47, 3778.73, 8, 2, 933934, 841192
48, 3589.79, 9, 1, 935724, 824434
49, 3410.3, 7, 3, 928249, 813698
50, 3239.79, 4, 6, 948786, 844770
51, 3077.8, 10, 0, 925623, 808918
52, 2923.91, 8, 3, 913203, 803332
53, 2777.71, 5, 6, 913969, 812000
54, 2638.83, 5, 6, 954648, 882660
55, 2506.89, 10, 1, 952403, 851928
56, 2381.54, 9, 2, 961281, 869554
