Iteration, Temperature, AcceptedMoves, RejectedMoves, Wirelength(HPWL), Area
1, 40000, 7, 0, 584604, 664767
2, 38000, 7, 0, 611913, 684754
3, 36100, 7, 0, 588276, 668724
4, 34295, 7, 0, 578967, 649986
5, 32580.2, 6, 1, 576899, 649986
6, 30951.2, 7, 0, 597275, 657696
7, 29403.7, 7, 0, 659061, 771680
8, 27933.5, 7, 0, 633069, 698214
9, 26536.8, 7, 0, 619307, 652878
10, 25210, 7, 0, 612599, 611220
11, 23949.5, 7, 0, 602484, 581427
12, 22752, 4, 3, 589893, 597372
13, 21614.4, 7, 0, 602618, 674900
14, 20533.7, 7, 0, 568264, 596475
15, 19507, 7, 0, 599460, 654372
16, 18531.6, 8, 0, 589175, 617148
17, 17605.1, 8, 0, 576626, 593668
18, 16724.8, 8, 0, 554269, 527800
19, 15888.6, 8, 0, 543383, 502456
20, 15094.1, 8, 0, 549487, 523815
21, 14339.4, 8, 0, 547670, 552752
22, 13622.5, 7, 1, 563455, 545592
23, 12941.3, 5, 3, 549272, 566706
24, 12294.3, 6, 2, 564557, 639144
25, 11679.6, 4, 4, 583610, 644760
26, 11095.6, 7, 1, 590152, 645270
27, 10540.8, 6, 2, 576641, 643438
28, 10013.8, 8, 0, 594990, 624516
29, 9513.08, 9, 0, 601211, 624530
30, 9037.42, 8, 1, 620777, 616860
31, 8585.55, 9, 0, 608544, 625140
32, 8156.27, 8, 1, 605944, 607775
33, 7748.46, 7, 2, 629772, 632527
34, 7361.04, 9, 0, 595581, 595929
35, 6992.98, 9, 0, 583269, 589429
36, 6643.34, 7, 2, 561519, 563492
37, 6311.17, 9, 0, 544658, 510130
38, 5995.61, 5, 4, 559474, 561690
39, 5695.83, 9, 0, 560468, 559475
40, 5411.04, 2, 7, 579129, 614215
41, 5140.49, 10, 0, 562345, 577619
42, 4883.46, 9, 1, 572274, 565876
43, 4639.29, 10, 0, 591138, 559130
44, 4407.32, 9, 1, 593050, 584118
45, 4186.96, 10, 0, 564535, 505500
46, 3977.61, 8, 2, 583109, 517498
47, 3778.73, 9, 1, 569441, 492779
48, 3589.79, 8, 2, 559992, 497490
49, 3410.3, 6, 4, 559371, 530692
50, 3239.79, 8, 2, 570474, 570024
51, 3077.8, 8, 2, 561622, 581876
52, 2923.91, 11, 0, 567503, 570768
53, 2777.71, 4, 7, 591627, 621698
54, 2638.83, 6, 5, 582421, 615204
55, 2506.89, 11, 0, 574024, 585858
56, 2381.54, 11, 0, 581424, 580944
57, 2262.47, 10, 1, 565780, 601328
58, 2149.34, 11, 0, 525594, 546804
59, 2041.87, 6, 5, 540955, 583575
60, 1939.78, 11, 0, 533001, 534492
61, 1842.79, 10, 2, 549111, 557388
62, 1750.65, 10, 2, 542732, 527960
63, 1663.12, 11, 1, 538491, 524094
64, 1579.96, 11, 1, 543803, 507666
65, 1500.97, 4, 8, 568099, 534885
66, 1425.92, 7, 5, 563171, 537920
67, 1354.62, 8, 4, 556385, 535950
68, 1286.89, 10, 2, 553574, 544310
69, 1222.55, 7, 5, 570494, 557740
70, 1161.42, 7, 6, 562332, 545790
71, 1103.35, 7, 6, 560490, 545148
72, 1048.18, 10, 3, 549771, 508152
73, 995.771, 5, 8, 571611, 534192
74, 945.983, 12, 1, 550282, 471276
75, 898.684, 12, 1, 545075, 480528
76, 853.749, 12, 1, 543822, 467870
77, 811.062, 6, 7, 540374, 460790
78, 770.509, 7, 7, 536231, 453120
79, 731.983, 12, 2, 523874, 450428
80, 695.384, 8, 6, 531920, 448559
81, 660.615, 9, 5, 529375, 448797
82, 627.584, 3, 11, 535774, 450072
83, 596.205, 8, 6, 536259, 449880
84, 566.395, 4, 10, 523360, 457606
85, 538.075, 7, 7, 522873, 457366
86, 511.171, 8, 7, 533732, 448462
87, 485.613, 11, 4, 525309, 447314
88, 461.332, 7, 8, 534657, 444686
89, 438.265, 4, 11, 536770, 451066
90, 416.352, 7, 8, 539704, 458556
91, 395.535, 9, 6, 543177, 454375
92, 375.758, 9, 6, 541506, 456036
93, 356.97, 10, 6, 538554, 456875
94, 339.121, 11, 5, 532341, 450149
95, 322.165, 7, 9, 537604, 452459
96, 306.057, 7, 9, 548915, 452760
97, 290.754, 9, 7, 555843, 442011
98, 276.217, 10, 6, 530434, 418572
99, 262.406, 5, 12, 533955, 417879
100, 249.285, 7, 10, 533010, 415858
101, 236.821, 9, 8, 515199, 408639
102, 224.98, 11, 6, 512188, 409575
103, 213.731, 5, 12, 507069, 409575
104, 203.045, 4, 13, 511157, 410240
105, 192.892, 9, 9, 506264, 410030
106, 183.248, 8, 10, 513740, 405369
107, 174.085, 8, 10, 512517, 406952
108, 165.381, 6, 12, 513009, 406952
109, 157.112, 3, 15, 510117, 402220
110, 149.256, 5, 13, 509626, 398664
