Iteration, Temperature, AcceptedMoves, RejectedMoves, Wirelength(HPWL), Area
1, 40000, 7, 0, 917130, 951207
2, 38000, 7, 0, 910994, 869284
3, 36100, 7, 0, 909389, 830304
4, 34295, 7, 0, 944763, 890624
5, 32580.2, 7, 0, 951612, 880760
6, 30951.2, 7, 0, 973407, 974556
7, 29403.7, 7, 0, 962918, 921071
8, 27933.5, 6, 1, 966602, 955476
9, 26536.8, 7, 0, 965412, 950621
10, 25210, 7, 0, 946452, 952763
11, 23949.5, 7, 0, 943210, 924910
12, 22752, 6, 1, 947824, 954810
13, 21614.4, 7, 0, 972013, 1011231
14, 20533.7, 7, 0, 1.01129e+06, 1029255
15, 19507, 7, 0, 971732, 980980
16, 18531.6, 8, 0, 960136, 953839
17, 17605.1, 8, 0, 978578, 954594
18, 16724.8, 8, 0, 991274, 977368
19, 15888.6, 8, 0, 968854, 973500
20, 15094.1, 7, 1, 941726, 928579
21, 14339.4, 6, 2, 963286, 957231
22, 13622.5, 7, 1, 936213, 954246
23, 12941.3, 8, 0, 917907, 899544
24, 12294.3, 8, 0, 875730, 815898
25, 11679.6, 8, 0, 877795, 802431
26, 11095.6, 5, 3, 891761, 832968
27, 10540.8, 6, 2, 908015, 862584
28, 10013.8, 6, 2, 923400, 913172
29, 9513.08, 9, 0, 911660, 907920
30, 9037.42, 9, 0, 934336, 934865
31, 8585.55, 9, 0, 922188, 897760
32, 8156.27, 9, 0, 885119, 844392
33, 7748.46, 8, 1, 863220, 772445
34, 7361.04, 8, 1, 878321, 798980
35, 6992.98, 9, 0, 915424, 862022
36, 6643.34, 9, 0, 899295, 820160
37, 6311.17, 9, 0, 903545, 794070
38, 5995.61, 7, 2, 898663, 797922
39, 5695.83, 6, 3, 906719, 804580
40, 5411.04, 9, 0, 913288, 821280
41, 5140.49, 8, 2, 915364, 831455
42, 4883.46, 8, 2, 906879, 844488
43, 4639.29, 8, 2, 911232, 845439
44, 4407.32, 9, 1, 921860, 829244
45, 4186.96, 10, 0, 917912, 801216
46, 3977.61, 7, 3, 924847, 800512
47, 3778.73, 7, 3, 930526, 812763
48, 3589.79, 7, 3, 931821, 789096
49, 3410.3, 7, 3, 958963, 838490
50, 3239.79, 4, 6, 971437, 878820
51, 3077.8, 7, 3, 964733, 879142
52, 2923.91, 11, 0, 958013, 848106
53, 2777.71, 11, 0, 946872, 827058
54, 2638.83, 11, 0, 929936, 833280
55, 2506.89, 6, 5, 929545, 832446
56, 2381.54, 11, 0, 914641, 848192
57, 2262.47, 11, 0, 874848, 819588
58, 2149.34, 11, 0, 886250, 794682
59, 2041.87, 6, 5, 884673, 818120
60, 1939.78, 10, 1, 857530, 781998
61, 1842.79, 7, 5, 869127, 776802
62, 1750.65, 10, 2, 862597, 760851
63, 1663.12, 7, 5, 881327, 767760
64, 1579.96, 9, 3, 870517, 807708
65, 1500.97, 5, 7, 879629, 815304
66, 1425.92, 6, 6, 877892, 803577
67, 1354.62, 7, 5, 879678, 806238
68, 1286.89, 2, 10, 883971, 823158
69, 1222.55, 11, 1, 881206, 799058
70, 1161.42, 9, 4, 882122, 802416
71, 1103.35, 7, 6, 875942, 817212
72, 1048.18, 9, 4, 892133, 811579
73, 995.771, 4, 9, 889790, 824837
74, 945.983, 7, 6, 892979, 808038
75, 898.684, 10, 3, 866321, 781356
76, 853.749, 13, 0, 879689, 767260
77, 811.062, 9, 4, 885119, 742788
78, 770.509, 10, 4, 899996, 749427
79, 731.983, 3, 11, 896315, 765378
80, 695.384, 7, 7, 903054, 755160
