Iteration, Temperature, AcceptedMoves, RejectedMoves, Wirelength(HPWL), Area
1, 40000, 7, 0, 148746, 491682
2, 38000, 7, 0, 144478, 512552
3, 36100, 6, 1, 142026, 485576
4, 34295, 7, 0, 138487, 552786
5, 32580.2, 7, 0, 152830, 612055
6, 30951.2, 7, 0, 142120, 530670
7, 29403.7, 7, 0, 151214, 583544
8, 27933.5, 7, 0, 156650, 609114
9, 26536.8, 6, 1, 157451, 643796
10, 25210, 7, 0, 148171, 549732
11, 23949.5, 7, 0, 140104, 512535
12, 22752, 7, 0, 155206, 577440
13, 21614.4, 6, 1, 141049, 486804
14, 20533.7, 7, 0, 155929, 553828
15, 19507, 6, 1, 146954, 576225
16, 18531.6, 8, 0, 154546, 577071
17, 17605.1, 8, 0, 136987, 435762
18, 16724.8, 7, 1, 146254, 472622
19, 15888.6, 6, 2, 130014, 400725
20, 15094.1, 8, 0, 141309, 459660
21, 14339.4, 8, 0, 141428, 484208
22, 13622.5, 8, 0, 143859, 521872
23, 12941.3, 8, 0, 142627, 532057
24, 12294.3, 7, 1, 140151, 528978
25, 11679.6, 7, 1, 154658, 660596
26, 11095.6, 8, 0, 136985, 537667
27, 10540.8, 8, 0, 133834, 496296
28, 10013.8, 5, 3, 143489, 496280
29, 9513.08, 7, 2, 141240, 539746
30, 9037.42, 8, 1, 159946, 576708
31, 8585.55, 8, 1, 150258, 558328
32, 8156.27, 9, 0, 149241, 585972
33, 7748.46, 8, 1, 145723, 646155
34, 7361.04, 7, 2, 138892, 455544
35, 6992.98, 8, 1, 134976, 483804
36, 6643.34, 6, 3, 134079, 431926
37, 6311.17, 7, 2, 133779, 503150
38, 5995.61, 7, 2, 125619, 422910
39, 5695.83, 7, 2, 141600, 527394
40, 5411.04, 7, 2, 150226, 641249
41, 5140.49, 8, 2, 156010, 591077
42, 4883.46, 7, 3, 142898, 508664
43, 4639.29, 9, 1, 130409, 542954
44, 4407.32, 7, 3, 137543, 555072
45, 4186.96, 9, 1, 136786, 518340
46, 3977.61, 9, 1, 136530, 523861
47, 3778.73, 7, 3, 159576, 607087
48, 3589.79, 7, 3, 144460, 536981
49, 3410.3, 9, 1, 140288, 503904
50, 3239.79, 9, 1, 148201, 571136
51, 3077.8, 6, 4, 146187, 550376
52, 2923.91, 9, 2, 131063, 574030
53, 2777.71, 8, 3, 121454, 454238
54, 2638.83, 5, 6, 132013, 486342
55, 2506.89, 9, 2, 128181, 470976
56, 2381.54, 7, 4, 120936, 473496
57, 2262.47, 5, 6, 122820, 498576
58, 2149.34, 8, 3, 141441, 506910
59, 2041.87, 7, 4, 132204, 452064
60, 1939.78, 10, 1, 139936, 495936
61, 1842.79, 6, 6, 147928, 554508
62, 1750.65, 5, 7, 140817, 485640
63, 1663.12, 7, 5, 139580, 517688
64, 1579.96, 8, 4, 145633, 563736
65, 1500.97, 7, 5, 151721, 627666
66, 1425.92, 10, 2, 144297, 597129
67, 1354.62, 8, 4, 125843, 513513
68, 1286.89, 4, 8, 116820, 430710
69, 1222.55, 2, 10, 116345, 430710
70, 1161.42, 7, 6, 115053, 343434
71, 1103.35, 5, 8, 123589, 374556
72, 1048.18, 6, 7, 118505, 375452
73, 995.771, 10, 3, 122899, 360804
74, 945.983, 7, 6, 119528, 428989
75, 898.684, 3, 10, 122581, 456300
76, 853.749, 6, 7, 119840, 469371
77, 811.062, 6, 7, 122070, 493396
78, 770.509, 6, 8, 119265, 542934
79, 731.983, 5, 9, 124625, 513408
80, 695.384, 4, 10, 119514, 439236
81, 660.615, 10, 4, 117937, 415248
82, 627.584, 2, 12, 113085, 374576
83, 596.205, 2, 12, 112145, 374576
84, 566.395, 4, 10, 112560, 373516
85, 538.075, 3, 11, 111176, 350924
86, 511.171, 3, 12, 108883, 348508
87, 485.613, 2, 13, 108206, 367920
88, 461.332, 1, 14, 108494, 367920
89, 438.265, 4, 11, 111502, 385440
90, 416.352, 2, 13, 111856, 377520
91, 395.535, 3, 12, 112746, 372372
92, 375.758, 2, 13, 110170, 366120
93, 356.97, 5, 11, 110429, 389400
94, 339.121, 2, 14, 108653, 377300
95, 322.165, 3, 13, 106969, 377300
96, 306.057, 1, 15, 106969, 377300
97, 290.754, 2, 14, 106630, 325600
98, 276.217, 0, 16, 106630, 325600
99, 262.406, 1, 16, 106458, 325600
100, 249.285, 2, 15, 108056, 351080
101, 236.821, 3, 14, 105450, 343576
102, 224.98, 0, 17, 105450, 343576
103, 213.731, 3, 14, 103767, 320500
104, 203.045, 1, 16, 104301, 327025
105, 192.892, 1, 17, 104329, 327025
106, 183.248, 0, 18, 104329, 327025
107, 174.085, 2, 16, 104221, 339213
108, 165.381, 2, 16, 104197, 339213
109, 157.112, 0, 18, 104197, 339213
110, 149.256, 2, 16, 102149, 327033
111, 141.794, 1, 18, 102069, 327033
112, 134.704, 0, 19, 102069, 327033
113, 127.969, 2, 17, 102069, 327033
114, 121.57, 0, 19, 102069, 327033
115, 115.492, 4, 15, 101358, 316800
116, 109.717, 0, 20, 101358, 316800
117, 104.231, 3, 17, 101216, 316800
118, 99.0197, 1, 19, 100459, 300000
119, 94.0688, 2, 18, 100479, 300000
120, 89.3653, 0, 20, 100479, 300000
121, 84.8971, 0, 21, 100479, 300000
122, 80.6522, 0, 21, 100479, 300000
123, 76.6196, 1, 20, 100479, 300000
124, 72.7886, 2, 19, 100491, 295412
125, 69.1492, 2, 19, 100587, 295412
126, 65.6917, 2, 20, 100658, 295412
127, 62.4071, 3, 19, 100378, 280280
128, 59.2868, 1, 21, 100410, 280280
129, 56.3224, 1, 21, 100268, 280280
130, 53.5063, 2, 20, 100268, 280280
131, 50.831, 1, 22, 100268, 280280
132, 48.2895, 0, 23, 100268, 280280
133, 45.875, 0, 23, 100268, 280280
134, 43.5812, 4, 19, 99974, 283712
135, 41.4022, 2, 21, 99434, 283712
136, 39.3321, 1, 23, 99434, 283712
137, 37.3655, 0, 24, 99434, 283712
138, 35.4972, 3, 21, 99514, 283712
139, 33.7223, 1, 23, 99514, 283712
140, 32.0362, 1, 24, 99514, 283712
141, 30.4344, 0, 25, 99514, 283712
142, 28.9127, 0, 25, 99514, 283712
143, 27.467, 2, 23, 99514, 283712
144, 26.0937, 1, 25, 99514, 283712
145, 24.789, 0, 26, 99514, 283712
146, 23.5496, 1, 25, 99514, 283712
147, 22.3721, 4, 22, 99580, 299728
148, 21.2535, 5, 22, 99087, 279720
149, 20.1908, 2, 25, 98999, 279720
150, 19.1813, 0, 27, 98999, 279720
151, 18.2222, 1, 26, 98999, 279720
152, 17.3111, 0, 28, 98999, 279720
153, 16.4455, 1, 27, 98999, 279720
154, 15.6233, 2, 26, 98781, 275280
155, 14.8421, 1, 28, 98781, 275280
156, 14.1, 0, 29, 98781, 275280
157, 13.395, 1, 28, 98781, 275280
158, 12.7252, 0, 29, 98781, 275280
159, 12.089, 2, 28, 98520, 285200
160, 11.4845, 4, 26, 97902, 301530
161, 10.9103, 2, 28, 97902, 301530
162, 10.3648, 3, 28, 97702, 301530
163, 9.84655, 1, 30, 97520, 297298
164, 9.35422, 2, 29, 97520, 297298
165, 8.88651, 2, 29, 97520, 297298
166, 8.44218, 3, 29, 97520, 297298
167, 8.02008, 0, 32, 97520, 297298
168, 7.61907, 2, 30, 97514, 297298
169, 7.23812, 1, 32, 97333, 297298
170, 6.87621, 0, 33, 97333, 297298
171, 6.5324, 0, 33, 97333, 297298
172, 6.20578, 3, 31, 97333, 297298
173, 5.89549, 3, 31, 97309, 297298
174, 5.60072, 1, 33, 97309, 297298
175, 5.32068, 1, 34, 97309, 297298
176, 5.05465, 2, 33, 96566, 293926
177, 4.80192, 2, 33, 96530, 293926
178, 4.56182, 0, 36, 96530, 293926
179, 4.33373, 4, 32, 96253, 302817
180, 4.11704, 1, 35, 96253, 302817
181, 3.91119, 3, 34, 96169, 302817
182, 3.71563, 3, 34, 96021, 302817
183, 3.52985, 1, 37, 96021, 302817
184, 3.35336, 0, 38, 96021, 302817
185, 3.18569, 0, 38, 96021, 302817
186, 3.0264, 2, 37, 95762, 302817
187, 2.87508, 0, 39, 95762, 302817
188, 2.73133, 0, 39, 95762, 302817
189, 2.59476, 2, 38, 95758, 302817
190, 2.46503, 1, 39, 95758, 302817
191, 2.34177, 1, 40, 95758, 302817
192, 2.22469, 1, 40, 95743, 302817
193, 2.11345, 1, 40, 95743, 302817
194, 2.00778, 2, 40, 95743, 302817
195, 1.90739, 1, 41, 95743, 302817
196, 1.81202, 1, 42, 95725, 302817
197, 1.72142, 3, 40, 95275, 298110
198, 1.63535, 1, 43, 95275, 298110
199, 1.55358, 1, 43, 95275, 298110
200, 1.4759, 3, 41, 95275, 298110
201, 1.40211, 1, 44, 95275, 298110
202, 1.332, 4, 41, 95275, 298110
203, 1.2654, 1, 45, 95275, 298110
204, 1.20213, 2, 44, 95275, 298110
205, 1.14202, 0, 47, 95275, 298110
206, 1.08492, 0, 47, 95275, 298110
207, 1.03068, 3, 45, 95275, 298110
208, 0.979143, 1, 47, 95275, 298110
209, 0.930186, 2, 47, 95275, 298110
210, 0.883677, 0, 49, 95275, 298110
211, 0.839493, 1, 48, 95275, 298110
212, 0.797518, 1, 49, 95275, 298110
213, 0.757642, 2, 48, 95275, 298110
214, 0.71976, 3, 48, 95275, 298110
215, 0.683772, 0, 51, 95275, 298110
216, 0.649584, 1, 51, 95270, 298110
217, 0.617105, 1, 51, 95270, 298110
218, 0.586249, 2, 51, 95270, 298110
219, 0.556937, 1, 53, 95270, 298110
220, 0.52909, 4, 50, 95270, 298110
221, 0.502635, 3, 52, 95252, 298110
222, 0.477504, 3, 52, 94955, 309093
223, 0.453629, 2, 54, 94641, 309093
224, 0.430947, 0, 56, 94641, 309093
225, 0.4094, 3, 54, 94641, 309093
226, 0.38893, 2, 55, 94159, 303183
227, 0.369483, 3, 55, 94141, 308050
228, 0.351009, 2, 56, 94091, 313560
229, 0.333459, 2, 57, 94091, 313560
230, 0.316786, 4, 56, 93509, 299008
231, 0.300946, 8, 52, 92626, 301056
232, 0.285899, 4, 57, 92429, 303616
233, 0.271604, 1, 60, 92141, 306936
