Iteration, Temperature, AcceptedMoves, RejectedMoves, Wirelength(HPWL), Area
1, 40000, 6, 1, 26671, 491824
2, 38000, 7, 0, 26133, 454104
3, 36100, 6, 1, 30101, 547315
4, 34295, 7, 0, 19514, 461376
5, 32580.2, 7, 0, 28997, 609702
6, 30951.2, 7, 0, 28990, 597501
7, 29403.7, 7, 0, 24203, 490245
8, 27933.5, 7, 0, 29922, 640800
9, 26536.8, 7, 0, 22757, 402408
10, 25210, 5, 2, 25148, 489678
11, 23949.5, 5, 2, 20303, 406626
12, 22752, 6, 1, 25232, 429520
13, 21614.4, 6, 1, 29758, 659600
14, 20533.7, 7, 0, 23269, 500532
15, 19507, 6, 1, 27278, 381730
16, 18531.6, 7, 1, 25635, 483546
17, 17605.1, 7, 1, 28678, 482784
18, 16724.8, 8, 0, 24314, 531542
19, 15888.6, 8, 0, 22119, 532245
20, 15094.1, 8, 0, 29989, 401778
21, 14339.4, 6, 2, 21779, 424848
22, 13622.5, 7, 1, 23127, 365556
23, 12941.3, 5, 3, 27650, 555750
24, 12294.3, 8, 0, 30432, 685392
25, 11679.6, 7, 1, 27564, 513750
26, 11095.6, 6, 2, 26175, 522248
27, 10540.8, 5, 3, 22861, 461168
28, 10013.8, 8, 0, 26507, 597100
29, 9513.08, 9, 0, 27028, 551936
30, 9037.42, 9, 0, 32016, 523980
31, 8585.55, 8, 1, 28660, 551034
32, 8156.27, 9, 0, 27259, 459680
33, 7748.46, 7, 2, 23757, 440704
34, 7361.04, 6, 3, 26246, 519588
35, 6992.98, 9, 0, 23694, 379610
36, 6643.34, 7, 2, 24433, 457930
37, 6311.17, 7, 2, 33682, 474110
38, 5995.61, 6, 3, 26835, 480318
39, 5695.83, 7, 2, 26972, 451583
40, 5411.04, 8, 1, 26265, 438966
41, 5140.49, 7, 3, 31285, 499564
42, 4883.46, 9, 1, 28983, 516670
43, 4639.29, 10, 0, 25182, 484504
44, 4407.32, 8, 2, 23927, 473480
45, 4186.96, 7, 3, 27194, 419200
46, 3977.61, 7, 3, 25902, 491992
47, 3778.73, 9, 1, 29173, 427455
48, 3589.79, 4, 6, 25137, 395115
49, 3410.3, 3, 7, 21665, 443185
50, 3239.79, 9, 1, 21812, 432400
51, 3077.8, 10, 0, 22828, 428270
52, 2923.91, 7, 4, 21419, 412426
53, 2777.71, 7, 4, 22175, 382937
54, 2638.83, 9, 2, 21857, 339693
55, 2506.89, 5, 6, 24566, 400407
56, 2381.54, 6, 5, 29344, 515214
57, 2262.47, 6, 5, 21198, 400384
58, 2149.34, 8, 3, 25343, 379678
59, 2041.87, 3, 8, 26554, 380741
60, 1939.78, 3, 8, 24956, 371520
61, 1842.79, 2, 10, 27544, 503808
62, 1750.65, 11, 1, 26323, 464280
63, 1663.12, 6, 6, 21470, 316050
64, 1579.96, 2, 10, 24268, 467544
65, 1500.97, 11, 1, 25284, 356864
66, 1425.92, 6, 6, 26245, 434928
67, 1354.62, 6, 6, 19899, 396606
68, 1286.89, 4, 8, 19326, 300294
69, 1222.55, 2, 10, 19838, 281064
70, 1161.42, 2, 11, 19993, 397261
71, 1103.35, 6, 7, 20241, 332310
72, 1048.18, 5, 8, 20190, 310464
73, 995.771, 3, 10, 20714, 313500
74, 945.983, 7, 6, 21352, 315892
75, 898.684, 3, 10, 20837, 329175
76, 853.749, 3, 10, 20447, 340956
77, 811.062, 7, 6, 22037, 321138
78, 770.509, 3, 11, 23027, 306774
79, 731.983, 6, 8, 25305, 302058
80, 695.384, 3, 11, 21996, 295925
81, 660.615, 2, 12, 24803, 353430
82, 627.584, 7, 7, 23320, 337264
83, 596.205, 2, 12, 23320, 337264
84, 566.395, 5, 9, 26891, 335104
85, 538.075, 3, 11, 23944, 328515
86, 511.171, 4, 11, 21788, 290605
87, 485.613, 1, 14, 21714, 290605
88, 461.332, 1, 14, 21714, 290605
89, 438.265, 0, 15, 21714, 290605
90, 416.352, 2, 13, 20495, 282777
91, 395.535, 1, 14, 20748, 293304
92, 375.758, 1, 14, 20748, 293304
93, 356.97, 3, 13, 20769, 281502
94, 339.121, 0, 16, 20769, 281502
95, 322.165, 1, 15, 23256, 289845
96, 306.057, 1, 15, 23126, 289845
97, 290.754, 0, 16, 23126, 289845
98, 276.217, 4, 12, 22150, 291960
99, 262.406, 5, 12, 23664, 294393
100, 249.285, 1, 16, 23322, 294393
101, 236.821, 6, 11, 23741, 294120
102, 224.98, 0, 17, 23741, 294120
103, 213.731, 1, 16, 22104, 285133
104, 203.045, 1, 16, 23274, 277804
105, 192.892, 1, 17, 23274, 277804
106, 183.248, 2, 16, 23220, 277804
107, 174.085, 1, 17, 23220, 277804
108, 165.381, 2, 16, 23274, 277804
109, 157.112, 2, 16, 21516, 277804
110, 149.256, 4, 14, 22014, 277804
111, 141.794, 2, 17, 20098, 284144
112, 134.704, 1, 18, 20338, 284144
113, 127.969, 0, 19, 20338, 284144
114, 121.57, 1, 18, 21503, 281820
115, 115.492, 2, 17, 23937, 274663
116, 109.717, 3, 17, 24056, 262858
117, 104.231, 0, 20, 24056, 262858
118, 99.0197, 1, 19, 23944, 262858
119, 94.0688, 1, 19, 23770, 262858
120, 89.3653, 1, 19, 23901, 265864
121, 84.8971, 2, 19, 23901, 265864
122, 80.6522, 0, 21, 23901, 265864
123, 76.6196, 1, 20, 23614, 265864
124, 72.7886, 2, 19, 23545, 262858
125, 69.1492, 1, 20, 23920, 259728
126, 65.6917, 3, 19, 22459, 243253
127, 62.4071, 0, 22, 22459, 243253
128, 59.2868, 0, 22, 22459, 243253
129, 56.3224, 0, 22, 22459, 243253
130, 53.5063, 1, 21, 22459, 243253
131, 50.831, 0, 23, 22459, 243253
132, 48.2895, 1, 22, 22459, 243253
133, 45.875, 0, 23, 22459, 243253
134, 43.5812, 1, 22, 22459, 243253
135, 41.4022, 1, 22, 22459, 243253
136, 39.3321, 1, 23, 22557, 243253
137, 37.3655, 3, 21, 22459, 243253
138, 35.4972, 4, 20, 22459, 243253
139, 33.7223, 0, 24, 22459, 243253
140, 32.0362, 0, 25, 22459, 243253
141, 30.4344, 0, 25, 22459, 243253
142, 28.9127, 0, 25, 22459, 243253
143, 27.467, 0, 25, 22459, 243253
144, 26.0937, 1, 25, 22459, 243253
145, 24.789, 0, 26, 22459, 243253
146, 23.5496, 1, 25, 22557, 243253
147, 22.3721, 1, 25, 22459, 243253
148, 21.2535, 0, 27, 22459, 243253
149, 20.1908, 1, 26, 22459, 243253
150, 19.1813, 0, 27, 22459, 243253
151, 18.2222, 1, 26, 22459, 243253
152, 17.3111, 1, 27, 22557, 243253
153, 16.4455, 0, 28, 22557, 243253
154, 15.6233, 0, 28, 22557, 243253
155, 14.8421, 0, 29, 22557, 243253
156, 14.1, 1, 28, 22557, 243253
157, 13.395, 2, 27, 22557, 243253
158, 12.7252, 1, 28, 22557, 243253
159, 12.089, 1, 29, 22459, 243253
160, 11.4845, 1, 29, 22557, 243253
161, 10.9103, 0, 30, 22557, 243253
162, 10.3648, 0, 31, 22557, 243253
163, 9.84655, 0, 31, 22557, 243253
164, 9.35422, 1, 30, 22557, 243253
165, 8.88651, 2, 29, 22557, 243253
166, 8.44218, 0, 32, 22557, 243253
167, 8.02008, 1, 31, 22459, 243253
168, 7.61907, 3, 29, 22459, 243253
169, 7.23812, 2, 31, 22459, 243253
170, 6.87621, 2, 31, 22557, 243253
171, 6.5324, 1, 32, 22459, 243253
172, 6.20578, 2, 32, 22459, 243253
173, 5.89549, 1, 33, 22459, 243253
174, 5.60072, 0, 34, 22459, 243253
175, 5.32068, 2, 33, 22459, 243253
176, 5.05465, 2, 33, 22557, 243253
177, 4.80192, 1, 34, 22459, 243253
178, 4.56182, 4, 32, 22459, 243253
179, 4.33373, 3, 33, 22557, 243253
180, 4.11704, 0, 36, 22557, 243253
181, 3.91119, 1, 36, 22557, 243253
182, 3.71563, 3, 34, 22557, 243253
183, 3.52985, 3, 35, 22557, 243253
184, 3.35336, 1, 37, 22557, 243253
185, 3.18569, 2, 36, 22557, 243253
186, 3.0264, 2, 37, 22557, 243253
187, 2.87508, 1, 38, 22557, 243253
188, 2.73133, 1, 38, 22557, 243253
189, 2.59476, 1, 39, 22459, 243253
190, 2.46503, 2, 38, 22459, 243253
191, 2.34177, 3, 38, 22557, 243253
192, 2.22469, 3, 38, 22557, 243253
193, 2.11345, 1, 40, 22459, 243253
194, 2.00778, 2, 40, 22557, 243253
195, 1.90739, 1, 41, 22557, 243253
196, 1.81202, 1, 42, 22557, 243253
197, 1.72142, 0, 43, 22557, 243253
198, 1.63535, 1, 43, 22557, 243253
199, 1.55358, 2, 42, 22557, 243253
200, 1.4759, 6, 38, 22557, 243253
201, 1.40211, 1, 44, 22557, 243253
202, 1.332, 1, 44, 22557, 243253
203, 1.2654, 1, 45, 22557, 243253
204, 1.20213, 2, 44, 22459, 243253
205, 1.14202, 1, 46, 22557, 243253
206, 1.08492, 1, 46, 22557, 243253
207, 1.03068, 0, 48, 22557, 243253
208, 0.979143, 0, 48, 22557, 243253
209, 0.930186, 1, 48, 22459, 243253
210, 0.883677, 1, 48, 22459, 243253
211, 0.839493, 0, 49, 22459, 243253
212, 0.797518, 1, 49, 22459, 243253
213, 0.757642, 2, 48, 22459, 243253
