Iteration, Temperature, AcceptedMoves, RejectedMoves, Wirelength(HPWL), Area
1, 40000, 7, 0, 69370, 522000
2, 38000, 7, 0, 58726, 443200
3, 36100, 7, 0, 63639, 547564
4, 34295, 7, 0, 71593, 607047
5, 32580.2, 4, 3, 65617, 490768
6, 30951.2, 7, 0, 74829, 681264
7, 29403.7, 7, 0, 71791, 570942
8, 27933.5, 7, 0, 78170, 681120
9, 26536.8, 6, 1, 74004, 611415
10, 25210, 6, 1, 69308, 514156
11, 23949.5, 6, 1, 65954, 469839
12, 22752, 5, 2, 61134, 530835
13, 21614.4, 7, 0, 60681, 515100
14, 20533.7, 7, 0, 57703, 493536
15, 19507, 7, 0, 64120, 603424
16, 18531.6, 7, 1, 68580, 597168
17, 17605.1, 6, 2, 64800, 557585
18, 16724.8, 7, 1, 73796, 715716
19, 15888.6, 8, 0, 68548, 532060
20, 15094.1, 8, 0, 65408, 491715
21, 14339.4, 6, 2, 73771, 628408
22, 13622.5, 6, 2, 62501, 622182
23, 12941.3, 7, 1, 64594, 520220
24, 12294.3, 8, 0, 67763, 533886
25, 11679.6, 8, 0, 70968, 519480
26, 11095.6, 7, 1, 68047, 572400
27, 10540.8, 4, 4, 61462, 483887
28, 10013.8, 8, 0, 63509, 520708
29, 9513.08, 8, 1, 74522, 570720
30, 9037.42, 9, 0, 66529, 632224
31, 8585.55, 8, 1, 70935, 685850
32, 8156.27, 9, 0, 71033, 658590
33, 7748.46, 7, 2, 60755, 381060
34, 7361.04, 8, 1, 64999, 581916
35, 6992.98, 8, 1, 69436, 510479
36, 6643.34, 7, 2, 68510, 517881
37, 6311.17, 9, 0, 63359, 435643
38, 5995.61, 8, 1, 65693, 554904
39, 5695.83, 8, 1, 56584, 449820
40, 5411.04, 6, 3, 58428, 572148
41, 5140.49, 10, 0, 58697, 491006
42, 4883.46, 8, 2, 57506, 598787
43, 4639.29, 6, 4, 58012, 467775
44, 4407.32, 9, 1, 77675, 680988
45, 4186.96, 9, 1, 68243, 480233
46, 3977.61, 9, 1, 69660, 492020
47, 3778.73, 9, 1, 64235, 525825
48, 3589.79, 6, 4, 65884, 499928
49, 3410.3, 9, 1, 65677, 536900
50, 3239.79, 8, 2, 68682, 553224
51, 3077.8, 10, 0, 61616, 475139
52, 2923.91, 9, 2, 61370, 434496
53, 2777.71, 7, 4, 55150, 378768
54, 2638.83, 8, 3, 61653, 450360
55, 2506.89, 6, 5, 59119, 394788
56, 2381.54, 6, 5, 58302, 442240
57, 2262.47, 6, 5, 59933, 482300
58, 2149.34, 8, 3, 65371, 487775
59, 2041.87, 7, 4, 64801, 526608
60, 1939.78, 8, 3, 61787, 522655
61, 1842.79, 7, 5, 66388, 517671
62, 1750.65, 3, 9, 61327, 511360
63, 1663.12, 8, 4, 58244, 454800
64, 1579.96, 6, 6, 61784, 565853
65, 1500.97, 8, 4, 60931, 519036
66, 1425.92, 5, 7, 60031, 498585
67, 1354.62, 8, 4, 61162, 483480
68, 1286.89, 1, 11, 57652, 430392
69, 1222.55, 8, 4, 57377, 470850
70, 1161.42, 7, 6, 57830, 451184
71, 1103.35, 8, 5, 54223, 413632
72, 1048.18, 6, 7, 51099, 393750
73, 995.771, 7, 6, 51487, 392359
74, 945.983, 6, 7, 49122, 385946
