Iteration, Temperature, AcceptedMoves, RejectedMoves, Wirelength(HPWL), Area
1, 40000, 7, 0, 292659, 620943
2, 38000, 7, 0, 298030, 672375
3, 36100, 7, 0, 271307, 500565
4, 34295, 6, 1, 275258, 563295
5, 32580.2, 6, 1, 277717, 579600
6, 30951.2, 6, 1, 270695, 561918
7, 29403.7, 6, 1, 277115, 608256
8, 27933.5, 6, 1, 279642, 645306
9, 26536.8, 7, 0, 279821, 652026
10, 25210, 7, 0, 286338, 683640
11, 23949.5, 5, 2, 294196, 679294
12, 22752, 7, 0, 278446, 616352
13, 21614.4, 7, 0, 277759, 607152
14, 20533.7, 6, 1, 286629, 641532
15, 19507, 6, 1, 292125, 600100
16, 18531.6, 8, 0, 305608, 623040
17, 17605.1, 7, 1, 284702, 601323
18, 16724.8, 7, 1, 285107, 651560
19, 15888.6, 8, 0, 263607, 576576
20, 15094.1, 7, 1, 277663, 570942
21, 14339.4, 7, 1, 272466, 540452
22, 13622.5, 8, 0, 287086, 578322
23, 12941.3, 6, 2, 285456, 625105
24, 12294.3, 7, 1, 265988, 572616
25, 11679.6, 8, 0, 247038, 536484
26, 11095.6, 7, 1, 246601, 538707
27, 10540.8, 8, 0, 265924, 544512
28, 10013.8, 4, 4, 283650, 630122
29, 9513.08, 9, 0, 275185, 539136
30, 9037.42, 6, 3, 281439, 565950
31, 8585.55, 8, 1, 283243, 607160
32, 8156.27, 8, 1, 287181, 629136
33, 7748.46, 9, 0, 267586, 541552
34, 7361.04, 7, 2, 279070, 550203
35, 6992.98, 7, 2, 267154, 529250
36, 6643.34, 5, 4, 262540, 523032
37, 6311.17, 8, 1, 261522, 495520
38, 5995.61, 5, 4, 270161, 523640
39, 5695.83, 6, 3, 272803, 570778
40, 5411.04, 8, 1, 270954, 571367
41, 5140.49, 10, 0, 243401, 533078
42, 4883.46, 6, 4, 240304, 581526
43, 4639.29, 4, 6, 252501, 669636
44, 4407.32, 10, 0, 238129, 545280
45, 4186.96, 9, 1, 235279, 508353
46, 3977.61, 2, 8, 238883, 526820
47, 3778.73, 9, 1, 236971, 548120
48, 3589.79, 7, 3, 236409, 533337
49, 3410.3, 7, 3, 250202, 527718
50, 3239.79, 9, 1, 232735, 476168
51, 3077.8, 7, 3, 237743, 505440
52, 2923.91, 7, 4, 253916, 547596
53, 2777.71, 11, 0, 258200, 542390
54, 2638.83, 11, 0, 251230, 519312
55, 2506.89, 5, 6, 258010, 499810
56, 2381.54, 8, 3, 245266, 476800
57, 2262.47, 7, 4, 244672, 508816
58, 2149.34, 5, 6, 260246, 573786
59, 2041.87, 8, 3, 251186, 548158
60, 1939.78, 7, 4, 251947, 543949
61, 1842.79, 9, 3, 244774, 542757
62, 1750.65, 11, 1, 256205, 531828
63, 1663.12, 11, 1, 252560, 511064
64, 1579.96, 9, 3, 260749, 491875
65, 1500.97, 11, 1, 234329, 451484
66, 1425.92, 7, 5, 241358, 427392
67, 1354.62, 11, 1, 240473, 417752
68, 1286.89, 6, 6, 246036, 415184
69, 1222.55, 6, 6, 242432, 408552
70, 1161.42, 4, 9, 242506, 413740
71, 1103.35, 6, 7, 241682, 422812
72, 1048.18, 7, 6, 238642, 420522
73, 995.771, 10, 3, 235411, 399423
74, 945.983, 6, 7, 228941, 395520
75, 898.684, 8, 5, 231634, 377610
76, 853.749, 4, 9, 224492, 376272
77, 811.062, 3, 10, 225475, 390744
78, 770.509, 7, 7, 223102, 369639
79, 731.983, 3, 11, 223940, 369639
80, 695.384, 6, 8, 221717, 365418
81, 660.615, 4, 10, 223294, 368440
82, 627.584, 4, 10, 224832, 359676
83, 596.205, 9, 5, 229987, 343940
84, 566.395, 1, 13, 231056, 342125
85, 538.075, 4, 10, 227625, 347420
86, 511.171, 7, 8, 221074, 335000
87, 485.613, 3, 12, 219031, 334536
88, 461.332, 5, 10, 215800, 335961
89, 438.265, 4, 11, 215848, 332958
90, 416.352, 2, 13, 216024, 339213
91, 395.535, 6, 9, 219452, 332808
92, 375.758, 1, 14, 220792, 332808
93, 356.97, 3, 13, 217954, 325050
94, 339.121, 3, 13, 223124, 327250
95, 322.165, 2, 14, 221859, 325050
96, 306.057, 5, 11, 220619, 325050
97, 290.754, 4, 12, 217849, 326402
98, 276.217, 3, 13, 214480, 326402
99, 262.406, 2, 15, 210734, 330456
