Iteration, Temperature, AcceptedMoves, RejectedMoves, Wirelength(HPWL), Area
1, 40000, 7, 0, 290962, 677160
2, 38000, 7, 0, 275063, 586227
3, 36100, 7, 0, 266156, 541896
4, 34295, 7, 0, 252748, 547284
5, 32580.2, 6, 1, 269901, 610032
6, 30951.2, 6, 1, 284597, 652135
7, 29403.7, 6, 1, 255174, 591858
8, 27933.5, 7, 0, 256398, 540778
9, 26536.8, 7, 0, 257002, 571605
10, 25210, 6, 1, 236149, 540540
11, 23949.5, 5, 2, 238875, 498932
12, 22752, 7, 0, 243960, 545760
13, 21614.4, 6, 1, 251372, 589890
14, 20533.7, 7, 0, 261188, 544500
15, 19507, 7, 0, 263028, 581757
16, 18531.6, 8, 0, 270330, 650034
17, 17605.1, 7, 1, 261023, 570720
18, 16724.8, 8, 0, 268836, 610435
19, 15888.6, 8, 0, 278190, 607990
20, 15094.1, 8, 0, 268743, 594706
21, 14339.4, 8, 0, 248504, 597333
22, 13622.5, 8, 0, 244349, 549600
23, 12941.3, 6, 2, 247204, 584100
24, 12294.3, 8, 0, 254969, 662067
25, 11679.6, 8, 0, 262202, 626334
26, 11095.6, 8, 0, 266350, 578708
27, 10540.8, 8, 0, 246530, 619059
28, 10013.8, 8, 0, 258889, 634508
29, 9513.08, 9, 0, 266341, 680336
30, 9037.42, 9, 0, 255459, 591890
31, 8585.55, 8, 1, 278350, 689022
32, 8156.27, 9, 0, 289788, 707126
33, 7748.46, 8, 1, 283110, 590572
34, 7361.04, 9, 0, 252237, 593290
35, 6992.98, 9, 0, 266523, 628026
36, 6643.34, 9, 0, 250253, 512314
37, 6311.17, 7, 2, 246558, 521010
38, 5995.61, 8, 1, 250970, 514532
39, 5695.83, 8, 1, 261792, 561960
40, 5411.04, 8, 1, 279098, 561925
41, 5140.49, 10, 0, 268843, 608771
42, 4883.46, 9, 1, 266370, 564096
43, 4639.29, 7, 3, 250918, 535896
44, 4407.32, 9, 1, 240999, 505512
45, 4186.96, 8, 2, 252732, 601398
46, 3977.61, 9, 1, 264418, 625209
47, 3778.73, 7, 3, 282093, 646299
48, 3589.79, 10, 0, 277870, 695688
49, 3410.3, 10, 0, 269294, 590572
50, 3239.79, 9, 1, 231991, 494716
51, 3077.8, 6, 4, 251531, 600327
52, 2923.91, 8, 3, 231468, 500980
53, 2777.71, 6, 5, 233758, 505037
54, 2638.83, 7, 4, 240748, 504576
55, 2506.89, 7, 4, 246123, 514919
56, 2381.54, 10, 1, 250183, 493458
57, 2262.47, 9, 2, 245257, 474280
58, 2149.34, 10, 1, 257537, 490460
59, 2041.87, 8, 3, 251901, 501039
60, 1939.78, 9, 2, 249321, 450910
61, 1842.79, 10, 2, 243517, 455650
62, 1750.65, 8, 4, 243965, 500780
63, 1663.12, 6, 6, 240311, 436104
64, 1579.96, 9, 3, 236429, 439520
65, 1500.97, 7, 5, 229426, 427355
66, 1425.92, 8, 4, 249666, 487577
67, 1354.62, 9, 3, 235132, 450892
68, 1286.89, 5, 7, 229832, 447630
69, 1222.55, 8, 4, 228378, 435484
70, 1161.42, 6, 7, 233701, 478464
71, 1103.35, 12, 1, 237302, 559410
72, 1048.18, 9, 4, 239537, 552096
73, 995.771, 3, 10, 238921, 565920
74, 945.983, 8, 5, 226420, 472654
75, 898.684, 3, 10, 220778, 481492
76, 853.749, 7, 6, 217792, 495612
77, 811.062, 5, 8, 218118, 491400
78, 770.509, 8, 6, 219997, 534312
79, 731.983, 4, 10, 218574, 489888
80, 695.384, 7, 7, 213785, 464683
81, 660.615, 5, 9, 219330, 466128
82, 627.584, 5, 9, 216712, 470452
83, 596.205, 3, 11, 213962, 473244
84, 566.395, 3, 11, 214312, 473244
85, 538.075, 6, 8, 211059, 463277
86, 511.171, 3, 12, 207753, 454878
87, 485.613, 3, 12, 206711, 443556
88, 461.332, 5, 10, 207044, 431640
89, 438.265, 3, 12, 206580, 421080
90, 416.352, 6, 9, 203452, 420172
91, 395.535, 2, 13, 202799, 420172
92, 375.758, 4, 11, 205538, 417656
93, 356.97, 4, 12, 207551, 411060
94, 339.121, 6, 10, 203819, 408639
95, 322.165, 5, 11, 205433, 426756
96, 306.057, 5, 11, 202931, 426213
97, 290.754, 4, 12, 201732, 398720
98, 276.217, 3, 13, 205299, 440960
99, 262.406, 4, 13, 207767, 465776
100, 249.285, 5, 12, 199161, 438400
101, 236.821, 0, 17, 199161, 438400
102, 224.98, 2, 15, 201567, 403200
103, 213.731, 3, 14, 200120, 386246
104, 203.045, 4, 13, 198374, 372000
105, 192.892, 5, 13, 194220, 365390
106, 183.248, 4, 14, 194844, 357600
107, 174.085, 2, 16, 193510, 354600
108, 165.381, 3, 15, 191816, 358200
109, 157.112, 5, 13, 189830, 354000
110, 149.256, 1, 17, 189830, 354000
111, 141.794, 2, 17, 187472, 372000
112, 134.704, 2, 17, 187451, 378820
113, 127.969, 2, 17, 187054, 393744
114, 121.57, 0, 19, 187054, 393744
115, 115.492, 2, 17, 184129, 393744
116, 109.717, 7, 13, 184182, 367030
117, 104.231, 5, 15, 181302, 358130
118, 99.0197, 2, 18, 179025, 355095
119, 94.0688, 3, 17, 178342, 370877
120, 89.3653, 1, 19, 178342, 370877
121, 84.8971, 5, 16, 178110, 381728
122, 80.6522, 1, 20, 177962, 381124
123, 76.6196, 0, 21, 177962, 381124
124, 72.7886, 3, 18, 178389, 369648
125, 69.1492, 2, 19, 179134, 369648
126, 65.6917, 6, 16, 178100, 362880
127, 62.4071, 3, 19, 177686, 354060
128, 59.2868, 1, 21, 177776, 354060
129, 56.3224, 1, 21, 177776, 354060
130, 53.5063, 0, 22, 177776, 354060
131, 50.831, 2, 21, 177659, 337120
132, 48.2895, 2, 21, 176102, 334110
133, 45.875, 1, 22, 174674, 334110
134, 43.5812, 1, 22, 173685, 331520
135, 41.4022, 3, 20, 172429, 331520
136, 39.3321, 3, 21, 171275, 333760
137, 37.3655, 3, 21, 170024, 332080
138, 35.4972, 2, 22, 168267, 337120
139, 33.7223, 3, 21, 168166, 337120
140, 32.0362, 1, 24, 168166, 337120
141, 30.4344, 3, 22, 168146, 337120
142, 28.9127, 2, 23, 167414, 333200
143, 27.467, 1, 24, 167407, 333200
144, 26.0937, 2, 24, 167407, 333200
145, 24.789, 1, 25, 167407, 333200
146, 23.5496, 1, 25, 167240, 333200
147, 22.3721, 2, 24, 167240, 333200
148, 21.2535, 0, 27, 167240, 333200
149, 20.1908, 0, 27, 167240, 333200
150, 19.1813, 0, 27, 167240, 333200
151, 18.2222, 0, 27, 167240, 333200
152, 17.3111, 0, 28, 167240, 333200
153, 16.4455, 0, 28, 167240, 333200
154, 15.6233, 0, 28, 167240, 333200
155, 14.8421, 1, 28, 167200, 333200
156, 14.1, 2, 27, 166842, 333200
157, 13.395, 2, 27, 166842, 333200
158, 12.7252, 2, 27, 166719, 318080
159, 12.089, 2, 28, 166694, 318080
160, 11.4845, 1, 29, 166694, 318080
161, 10.9103, 3, 27, 164386, 317376
162, 10.3648, 4, 27, 162807, 309111
163, 9.84655, 2, 29, 162699, 316825
164, 9.35422, 1, 30, 162699, 316825
165, 8.88651, 3, 28, 162699, 316825
166, 8.44218, 1, 31, 162703, 316825
167, 8.02008, 1, 31, 162703, 316825
168, 7.61907, 1, 31, 162693, 316825
169, 7.23812, 2, 31, 162693, 316825
170, 6.87621, 1, 32, 162693, 316825
171, 6.5324, 1, 32, 162685, 316825
172, 6.20578, 3, 31, 162499, 316274
173, 5.89549, 2, 32, 162361, 315700
174, 5.60072, 0, 34, 162361, 315700
175, 5.32068, 2, 33, 162216, 323736
176, 5.05465, 1, 34, 162216, 323736
177, 4.80192, 2, 33, 162216, 323736
178, 4.56182, 0, 36, 162216, 323736
179, 4.33373, 1, 35, 162216, 323736
180, 4.11704, 0, 36, 162216, 323736
181, 3.91119, 0, 37, 162216, 323736
182, 3.71563, 1, 36, 162212, 323736
183, 3.52985, 0, 38, 162212, 323736
184, 3.35336, 2, 36, 162036, 323736
185, 3.18569, 1, 37, 161990, 323736
186, 3.0264, 3, 36, 161981, 323736
187, 2.87508, 3, 36, 161926, 323736
188, 2.73133, 1, 38, 161926, 323736
189, 2.59476, 2, 38, 161781, 323736
190, 2.46503, 1, 39, 161781, 323736
191, 2.34177, 2, 39, 161781, 323736
192, 2.22469, 2, 39, 161536, 323736
193, 2.11345, 3, 38, 160365, 311339
194, 2.00778, 2, 40, 159487, 321946
195, 1.90739, 2, 40, 159196, 321946
196, 1.81202, 2, 41, 158481, 321946
197, 1.72142, 0, 43, 158481, 321946
198, 1.63535, 1, 43, 158433, 321389
199, 1.55358, 0, 44, 158433, 321389
200, 1.4759, 2, 42, 158414, 321389
201, 1.40211, 1, 44, 158414, 321389
202, 1.332, 1, 44, 158414, 321389
203, 1.2654, 1, 45, 158097, 322503
204, 1.20213, 1, 45, 157778, 322503
205, 1.14202, 0, 47, 157778, 322503
206, 1.08492, 1, 46, 157778, 322503
207, 1.03068, 2, 46, 157765, 322503
208, 0.979143, 1, 47, 157765, 322503
209, 0.930186, 3, 46, 156794, 322503
210, 0.883677, 1, 48, 156794, 322503
211, 0.839493, 4, 45, 156717, 330030
212, 0.797518, 3, 47, 156678, 330030
213, 0.757642, 1, 49, 156662, 330030
214, 0.71976, 0, 51, 156662, 330030
215, 0.683772, 2, 49, 156662, 330030
216, 0.649584, 3, 49, 156662, 330030
217, 0.617105, 1, 51, 156662, 330030
218, 0.586249, 2, 51, 156662, 330030
219, 0.556937, 5, 49, 156137, 328293
220, 0.52909, 3, 51, 156027, 328293
221, 0.502635, 1, 54, 156021, 328293
222, 0.477504, 0, 55, 156021, 328293
223, 0.453629, 4, 52, 155520, 322000
224, 0.430947, 2, 54, 155520, 322000
225, 0.4094, 0, 57, 155520, 322000
226, 0.38893, 6, 51, 155177, 322000
227, 0.369483, 0, 58, 155177, 322000
228, 0.351009, 3, 55, 155046, 322000
229, 0.333459, 0, 59, 155046, 322000
230, 0.316786, 4, 56, 154074, 322000
231, 0.300946, 1, 59, 153931, 336560
232, 0.285899, 1, 60, 153910, 336560
233, 0.271604, 4, 57, 153538, 336560
234, 0.258024, 0, 62, 153538, 336560
235, 0.245123, 0, 63, 153538, 336560
236, 0.232867, 2, 61, 153538, 336560
237, 0.221223, 3, 61, 153483, 336560
238, 0.210162, 1, 64, 153483, 336560
239, 0.199654, 1, 64, 153483, 336560
240, 0.189671, 1, 65, 153426, 336560
241, 0.180188, 2, 65, 153426, 336560
242, 0.171178, 2, 65, 153188, 336560
243, 0.162619, 4, 64, 153078, 336560
244, 0.154488, 1, 68, 153078, 336560
245, 0.146764, 1, 68, 153078, 336560
246, 0.139426, 2, 68, 153078, 336560
247, 0.132455, 3, 68, 153022, 336560
248, 0.125832, 2, 69, 153022, 336560
249, 0.11954, 2, 70, 153022, 336560
250, 0.113563, 4, 69, 152981, 336560
251, 0.107885, 3, 70, 152831, 336560
252, 0.102491, 1, 73, 152831, 336560
253, 0.0973663, 2, 73, 152831, 336560
254, 0.092498, 1, 75, 152716, 336560
255, 0.0878731, 1, 75, 152637, 336560
256, 0.0834794, 1, 76, 152637, 336560
257, 0.0793054, 1, 77, 152637, 336560
258, 0.0753402, 2, 77, 152400, 336560
259, 0.0715732, 0, 79, 152400, 336560
260, 0.0679945, 4, 76, 152356, 330550
261, 0.0645948, 5, 76, 152356, 330550
262, 0.061365, 3, 79, 152356, 330550
263, 0.0582968, 4, 79, 152346, 333300
264, 0.0553819, 2, 81, 151851, 335724
265, 0.0526128, 2, 82, 151650, 315226
266, 0.0499822, 2, 83, 151650, 315226
267, 0.0474831, 1, 85, 151644, 315226
268, 0.0451089, 3, 84, 151620, 315210
269, 0.0428535, 1, 87, 151620, 315210
270, 0.0407108, 3, 86, 151457, 315780
271, 0.0386753, 1, 88, 151457, 315780
272, 0.0367415, 1, 89, 151457, 315780
273, 0.0349044, 3, 88, 150961, 315226
274, 0.0331592, 3, 89, 150961, 315226
275, 0.0315013, 2, 91, 150961, 315226
276, 0.0299262, 4, 90, 150781, 315226
277, 0.0284299, 1, 94, 150781, 315226
278, 0.0270084, 2, 94, 150765, 315226
279, 0.025658, 2, 95, 150765, 315226
280, 0.0243751, 2, 96, 150535, 315226
281, 0.0231563, 3, 96, 150473, 311902
282, 0.0219985, 0, 100, 150473, 311902
283, 0.0208986, 5, 96, 150062, 299516
284, 0.0198536, 6, 96, 149981, 298953
285, 0.018861, 0, 103, 149981, 298953
286, 0.0179179, 2, 102, 149799, 308560
287, 0.017022, 6, 99, 149194, 299646
288, 0.0161709, 5, 101, 149194, 299646
289, 0.0153624, 0, 107, 149194, 299646
290, 0.0145943, 3, 105, 147837, 299646
291, 0.0138645, 3, 106, 147837, 299646
292, 0.0131713, 6, 104, 147837, 299646
293, 0.0125127, 2, 109, 147837, 299646
294, 0.0118871, 1, 111, 147800, 298530
295, 0.0112928, 2, 111, 147430, 297460
296, 0.0107281, 3, 112, 147430, 297460
297, 0.0101917, 5, 111, 147205, 297460
