Iteration, Temperature, AcceptedMoves, RejectedMoves, Wirelength(HPWL), Area
1, 40000, 4, 3, 36135, 703644
2, 38000, 7, 0, 26966, 466690
3, 36100, 7, 0, 28094, 622942
4, 34295, 7, 0, 30180, 382590
5, 32580.2, 6, 1, 22719, 428069
6, 30951.2, 7, 0, 23376, 467480
7, 29403.7, 6, 1, 26493, 441140
8, 27933.5, 7, 0, 28756, 477006
9, 26536.8, 6, 1, 28486, 546960
10, 25210, 7, 0, 27193, 562590
11, 23949.5, 7, 0, 23666, 502656
12, 22752, 7, 0, 21691, 381710
13, 21614.4, 5, 2, 28830, 488488
14, 20533.7, 7, 0, 29210, 493533
15, 19507, 7, 0, 24510, 475797
16, 18531.6, 8, 0, 25634, 456012
17, 17605.1, 7, 1, 22624, 443287
18, 16724.8, 7, 1, 29394, 515083
19, 15888.6, 7, 1, 25554, 557380
20, 15094.1, 8, 0, 22166, 426222
21, 14339.4, 7, 1, 26318, 431376
22, 13622.5, 8, 0, 23590, 529340
23, 12941.3, 8, 0, 27942, 422906
24, 12294.3, 7, 1, 23278, 504036
25, 11679.6, 8, 0, 31149, 414792
26, 11095.6, 7, 1, 31629, 457555
27, 10540.8, 7, 1, 25295, 420336
28, 10013.8, 7, 1, 27310, 393108
29, 9513.08, 6, 3, 23198, 437601
30, 9037.42, 9, 0, 27486, 425015
31, 8585.55, 8, 1, 26831, 434000
32, 8156.27, 6, 3, 26485, 370800
33, 7748.46, 7, 2, 28606, 495936
34, 7361.04, 8, 1, 27761, 457619
35, 6992.98, 8, 1, 31792, 457032
36, 6643.34, 8, 1, 27498, 513616
37, 6311.17, 9, 0, 21938, 429830
38, 5995.61, 6, 3, 18433, 277472
39, 5695.83, 5, 4, 23386, 369556
40, 5411.04, 8, 1, 24011, 471425
41, 5140.49, 8, 2, 21538, 327658
42, 4883.46, 6, 4, 26403, 592959
43, 4639.29, 10, 0, 27578, 481628
44, 4407.32, 8, 2, 23734, 399960
45, 4186.96, 7, 3, 19896, 348099
46, 3977.61, 8, 2, 28071, 420888
47, 3778.73, 10, 0, 23792, 439496
48, 3589.79, 5, 5, 22518, 452829
49, 3410.3, 7, 3, 26510, 403308
50, 3239.79, 7, 3, 23436, 343608
51, 3077.8, 5, 5, 18396, 342780
52, 2923.91, 6, 5, 25360, 439770
53, 2777.71, 7, 4, 23960, 393380
54, 2638.83, 6, 5, 24885, 358438
55, 2506.89, 5, 6, 19574, 362504
56, 2381.54, 5, 6, 25521, 397308
57, 2262.47, 5, 6, 23852, 494728
58, 2149.34, 10, 1, 25320, 337080
59, 2041.87, 2, 9, 23504, 351900
60, 1939.78, 8, 3, 23233, 301840
61, 1842.79, 5, 7, 24977, 368060
62, 1750.65, 8, 4, 27937, 373352
63, 1663.12, 5, 7, 22834, 372120
64, 1579.96, 4, 8, 25722, 411685
65, 1500.97, 3, 9, 23370, 450062
66, 1425.92, 10, 2, 20808, 426374
67, 1354.62, 10, 2, 24524, 380075
68, 1286.89, 7, 5, 22204, 382788
69, 1222.55, 7, 5, 18953, 389256
70, 1161.42, 6, 7, 20260, 390000
71, 1103.35, 7, 6, 21817, 396198
72, 1048.18, 7, 6, 20210, 389928
73, 995.771, 3, 10, 18290, 383460
74, 945.983, 11, 2, 19509, 332519
75, 898.684, 2, 11, 19564, 354578
76, 853.749, 4, 9, 19035, 364364
77, 811.062, 2, 11, 19035, 364364
78, 770.509, 4, 10, 17446, 369495
79, 731.983, 6, 8, 19381, 306768
80, 695.384, 1, 13, 19381, 306768
81, 660.615, 2, 12, 22468, 311696
82, 627.584, 6, 8, 18676, 297168
83, 596.205, 4, 10, 18159, 302382
84, 566.395, 4, 10, 20932, 308296
85, 538.075, 2, 12, 19961, 310894
86, 511.171, 5, 10, 21018, 317356
87, 485.613, 4, 11, 20820, 295295
88, 461.332, 3, 12, 17134, 288385
89, 438.265, 1, 14, 17554, 288385
90, 416.352, 0, 15, 17554, 288385
91, 395.535, 2, 13, 18565, 295295
92, 375.758, 0, 15, 18565, 295295
93, 356.97, 2, 14, 18733, 295295
94, 339.121, 1, 15, 18652, 300124
95, 322.165, 1, 15, 18553, 300124
96, 306.057, 4, 12, 17626, 296534
97, 290.754, 1, 15, 17626, 296534
98, 276.217, 0, 16, 17626, 296534
99, 262.406, 4, 13, 19475, 293188
100, 249.285, 2, 15, 20092, 315744
101, 236.821, 2, 15, 21037, 315744
102, 224.98, 1, 16, 21037, 315744
103, 213.731, 4, 13, 18959, 317760
104, 203.045, 2, 15, 18189, 311195
105, 192.892, 4, 14, 21737, 318888
106, 183.248, 2, 16, 19834, 304956
107, 174.085, 3, 15, 18009, 289952
108, 165.381, 1, 17, 17642, 284658
109, 157.112, 2, 16, 17642, 284658
110, 149.256, 2, 16, 17654, 284658
111, 141.794, 3, 16, 17340, 286539
112, 134.704, 2, 17, 17690, 286539
113, 127.969, 2, 17, 17744, 284658
114, 121.57, 1, 18, 17780, 286539
115, 115.492, 2, 17, 17690, 286539
116, 109.717, 2, 18, 17690, 286539
117, 104.231, 4, 16, 18637, 268259
118, 99.0197, 1, 19, 18118, 266133
119, 94.0688, 2, 18, 18841, 266133
120, 89.3653, 3, 17, 17945, 266498
121, 84.8971, 2, 19, 17945, 266498
122, 80.6522, 1, 20, 17945, 266498
123, 76.6196, 0, 21, 17945, 266498
124, 72.7886, 1, 20, 17775, 256964
125, 69.1492, 4, 17, 18855, 256964
126, 65.6917, 0, 22, 18855, 256964
127, 62.4071, 1, 21, 18855, 256964
128, 59.2868, 1, 21, 18819, 256964
129, 56.3224, 2, 20, 17775, 258662
130, 53.5063, 1, 21, 18891, 258662
131, 50.831, 3, 20, 17775, 256964
132, 48.2895, 0, 23, 17775, 256964
133, 45.875, 1, 22, 17775, 256964
134, 43.5812, 1, 22, 17775, 256964
135, 41.4022, 0, 23, 17775, 256964
136, 39.3321, 2, 22, 17739, 256964
137, 37.3655, 4, 20, 17739, 256964
138, 35.4972, 0, 24, 17739, 256964
139, 33.7223, 1, 23, 17739, 256964
140, 32.0362, 1, 24, 17739, 256964
141, 30.4344, 0, 25, 17739, 256964
142, 28.9127, 3, 22, 17739, 256964
143, 27.467, 3, 22, 17775, 256964
144, 26.0937, 2, 24, 17775, 256964
145, 24.789, 2, 24, 17739, 256964
146, 23.5496, 2, 24, 17739, 256964
147, 22.3721, 2, 24, 17775, 256964
148, 21.2535, 2, 25, 17775, 256964
149, 20.1908, 1, 26, 17775, 256964
150, 19.1813, 2, 25, 17775, 256964
151, 18.2222, 0, 27, 17775, 256964
152, 17.3111, 3, 25, 17739, 256964
153, 16.4455, 2, 26, 17739, 256964
154, 15.6233, 1, 27, 17739, 256964
155, 14.8421, 0, 29, 17739, 256964
156, 14.1, 1, 28, 17739, 256964
157, 13.395, 2, 27, 17739, 256964
158, 12.7252, 1, 28, 17739, 256964
159, 12.089, 4, 26, 17739, 256964
160, 11.4845, 1, 29, 17739, 256964
161, 10.9103, 2, 28, 17739, 256964
162, 10.3648, 2, 29, 17739, 256964
163, 9.84655, 2, 29, 17739, 256964
164, 9.35422, 3, 28, 17775, 256964
165, 8.88651, 3, 28, 17775, 256964
166, 8.44218, 4, 28, 17775, 256964
167, 8.02008, 0, 32, 17775, 256964
168, 7.61907, 5, 27, 17739, 256964
169, 7.23812, 3, 30, 17739, 256964
170, 6.87621, 2, 31, 17775, 256964
171, 6.5324, 1, 32, 17775, 256964
172, 6.20578, 3, 31, 17775, 256964
173, 5.89549, 2, 32, 17739, 256964
174, 5.60072, 2, 32, 17775, 256964
175, 5.32068, 3, 32, 17739, 256964
176, 5.05465, 2, 33, 17739, 256964
177, 4.80192, 2, 33, 17775, 256964
178, 4.56182, 0, 36, 17775, 256964
179, 4.33373, 0, 36, 17775, 256964
180, 4.11704, 0, 36, 17775, 256964
181, 3.91119, 1, 36, 17739, 256964
182, 3.71563, 0, 37, 17739, 256964
183, 3.52985, 0, 38, 17739, 256964
184, 3.35336, 1, 37, 17739, 256964
185, 3.18569, 0, 38, 17739, 256964
186, 3.0264, 0, 39, 17739, 256964
