Iteration, Temperature, AcceptedMoves, RejectedMoves, Wirelength(HPWL), Area
1, 40000, 7, 0, 1.05206e+06, 1158202
2, 38000, 7, 0, 1.01164e+06, 1048478
3, 36100, 7, 0, 972569, 991991
4, 34295, 5, 2, 966546, 1026126
5, 32580.2, 7, 0, 939992, 990462
6, 30951.2, 6, 1, 943882, 987527
7, 29403.7, 7, 0, 934321, 984858
8, 27933.5, 6, 1, 945282, 1018152
9, 26536.8, 6, 1, 974836, 1021445
10, 25210, 7, 0, 970038, 1023660
11, 23949.5, 7, 0, 978044, 1107072
12, 22752, 7, 0, 951434, 1073443
13, 21614.4, 7, 0, 976442, 1099422
14, 20533.7, 7, 0, 942518, 1033598
15, 19507, 7, 0, 934631, 1004226
16, 18531.6, 7, 1, 970396, 1053143
17, 17605.1, 8, 0, 972876, 1083214
18, 16724.8, 6, 2, 964842, 1066890
19, 15888.6, 8, 0, 969266, 1035558
20, 15094.1, 8, 0, 989273, 1132104
21, 14339.4, 7, 1, 1.00146e+06, 1138410
22, 13622.5, 8, 0, 958536, 1073219
23, 12941.3, 8, 0, 942687, 1089574
24, 12294.3, 8, 0, 957619, 1125321
25, 11679.6, 7, 1, 953685, 1073196
26, 11095.6, 7, 1, 958712, 1087525
27, 10540.8, 7, 1, 976441, 1142960
28, 10013.8, 8, 0, 1.0051e+06, 1207797
29, 9513.08, 7, 2, 973733, 1133050
30, 9037.42, 9, 0, 948365, 1053906
31, 8585.55, 9, 0, 955968, 1059168
32, 8156.27, 8, 1, 971602, 1142085
33, 7748.46, 8, 1, 958473, 1140624
34, 7361.04, 9, 0, 959699, 1081710
35, 6992.98, 9, 0, 945548, 1001640
36, 6643.34, 7, 2, 969261, 1064124
37, 6311.17, 8, 1, 952001, 1014676
38, 5995.61, 8, 1, 938007, 967772
39, 5695.83, 6, 3, 931660, 977102
40, 5411.04, 6, 3, 927583, 967216
41, 5140.49, 9, 1, 937135, 946368
42, 4883.46, 9, 1, 932238, 966812
43, 4639.29, 8, 2, 955932, 1005568
44, 4407.32, 10, 0, 966363, 1002982
45, 4186.96, 9, 1, 974887, 1032570
46, 3977.61, 9, 1, 956108, 996972
47, 3778.73, 10, 0, 917620, 906656
48, 3589.79, 8, 2, 917521, 888124
49, 3410.3, 10, 0, 900028, 924062
50, 3239.79, 8, 2, 908303, 969892
51, 3077.8, 10, 0, 910668, 956505
52, 2923.91, 9, 2, 916424, 895442
53, 2777.71, 8, 3, 926379, 940864
54, 2638.83, 8, 3, 923034, 934176
55, 2506.89, 10, 1, 920217, 940645
56, 2381.54, 9, 2, 895408, 898656
57, 2262.47, 10, 1, 910479, 909738
58, 2149.34, 11, 0, 899018, 862816
59, 2041.87, 9, 2, 920039, 878256
60, 1939.78, 8, 3, 909252, 873936
61, 1842.79, 8, 4, 892482, 841804
62, 1750.65, 10, 2, 886739, 808057
63, 1663.12, 8, 4, 865665, 798560
64, 1579.96, 8, 4, 864563, 851000
65, 1500.97, 5, 7, 854732, 868623
66, 1425.92, 6, 6, 861502, 885417
67, 1354.62, 7, 5, 854248, 857064
68, 1286.89, 4, 8, 853054, 869868
69, 1222.55, 4, 8, 846530, 837216
70, 1161.42, 9, 4, 837096, 808704
71, 1103.35, 6, 7, 841254, 832125
72, 1048.18, 8, 5, 830743, 766158
73, 995.771, 9, 4, 825815, 781920
74, 945.983, 8, 5, 822939, 780362
75, 898.684, 7, 6, 822753, 762113
76, 853.749, 5, 8, 822511, 766038
77, 811.062, 6, 7, 819295, 723338
78, 770.509, 4, 10, 820512, 703665
79, 731.983, 3, 11, 823172, 709566
80, 695.384, 8, 6, 821660, 733860
81, 660.615, 11, 3, 816189, 713800
82, 627.584, 7, 7, 799697, 691260
83, 596.205, 7, 7, 786164, 710505
84, 566.395, 6, 8, 782509, 705600
85, 538.075, 1, 13, 782390, 695547
86, 511.171, 8, 7, 784841, 696370
87, 485.613, 7, 8, 777915, 729864
88, 461.332, 3, 12, 778711, 748216
89, 438.265, 2, 13, 775357, 747318
90, 416.352, 3, 12, 766992, 727584
91, 395.535, 5, 10, 753024, 675668
92, 375.758, 3, 12, 758136, 671424
93, 356.97, 5, 11, 750033, 677532
94, 339.121, 2, 14, 745681, 666528
95, 322.165, 2, 14, 745813, 630372
96, 306.057, 3, 13, 744880, 646412
97, 290.754, 5, 11, 745005, 636768
98, 276.217, 6, 10, 745835, 612728
99, 262.406, 5, 12, 744550, 612689
100, 249.285, 5, 12, 745181, 613530
101, 236.821, 1, 16, 745790, 613530
102, 224.98, 1, 16, 743773, 613530
103, 213.731, 3, 14, 737938, 612893
104, 203.045, 2, 15, 735611, 612893
105, 192.892, 3, 15, 736316, 627504
106, 183.248, 2, 16, 735464, 627504
107, 174.085, 3, 15, 733715, 612893
108, 165.381, 4, 14, 731582, 612124
109, 157.112, 2, 16, 728487, 609817
110, 149.256, 4, 14, 723715, 585918
111, 141.794, 4, 15, 721444, 580619
112, 134.704, 0, 19, 721444, 580619
113, 127.969, 2, 17, 719874, 594660
114, 121.57, 5, 14, 718652, 577311
115, 115.492, 3, 16, 717875, 588456
116, 109.717, 1, 19, 717671, 586872
117, 104.231, 4, 16, 713884, 578160
118, 99.0197, 4, 16, 709515, 574035
119, 94.0688, 1, 19, 708347, 566840
120, 89.3653, 1, 19, 708350, 566840
121, 84.8971, 2, 19, 706366, 566840
122, 80.6522, 3, 18, 705403, 566840
123, 76.6196, 5, 16, 699219, 560560
124, 72.7886, 4, 17, 699213, 560560
125, 69.1492, 5, 16, 697300, 559746
126, 65.6917, 3, 19, 693732, 558975
127, 62.4071, 1, 21, 693984, 561288
128, 59.2868, 3, 19, 691665, 563472
129, 56.3224, 2, 20, 691159, 546728
130, 53.5063, 3, 19, 685985, 538010
131, 50.831, 2, 21, 683632, 538010
132, 48.2895, 2, 21, 683417, 538010
133, 45.875, 0, 23, 683417, 538010
134, 43.5812, 1, 22, 683277, 535820
135, 41.4022, 1, 22, 683415, 534360
136, 39.3321, 1, 23, 683311, 543696
137, 37.3655, 2, 22, 683049, 528528
138, 35.4972, 2, 22, 680531, 519114
139, 33.7223, 1, 23, 680531, 519114
140, 32.0362, 3, 22, 676921, 519114
141, 30.4344, 1, 24, 675089, 519114
142, 28.9127, 3, 22, 673053, 519114
143, 27.467, 3, 22, 671741, 521986
144, 26.0937, 3, 23, 670675, 521220
145, 24.789, 4, 22, 669585, 519792
146, 23.5496, 1, 25, 669571, 518144
147, 22.3721, 2, 24, 668263, 518144
148, 21.2535, 2, 25, 668339, 519616
149, 20.1908, 1, 26, 668042, 508576
150, 19.1813, 0, 27, 668042, 508576
151, 18.2222, 2, 25, 668042, 508576
152, 17.3111, 3, 25, 665856, 534143
153, 16.4455, 0, 28, 665856, 534143
154, 15.6233, 1, 27, 664840, 523778
155, 14.8421, 1, 28, 664826, 538938
156, 14.1, 1, 28, 664826, 538938
157, 13.395, 1, 28, 664284, 538938
158, 12.7252, 2, 27, 662967, 523778
159, 12.089, 0, 30, 662967, 523778
160, 11.4845, 3, 27, 661530, 529656
161, 10.9103, 2, 28, 660143, 531240
162, 10.3648, 1, 30, 659633, 525920
163, 9.84655, 0, 31, 659633, 525920
164, 9.35422, 1, 30, 657894, 554124
165, 8.88651, 2, 29, 656041, 554856
166, 8.44218, 1, 31, 655891, 554856
167, 8.02008, 2, 30, 655266, 547960
168, 7.61907, 1, 31, 653730, 542640
169, 7.23812, 2, 31, 652156, 544920
170, 6.87621, 1, 32, 651346, 544203
171, 6.5324, 2, 31, 651230, 544203
172, 6.20578, 3, 31, 649615, 542685
173, 5.89549, 2, 32, 647466, 542685
174, 5.60072, 2, 32, 646760, 539110
175, 5.32068, 0, 35, 646760, 539110
176, 5.05465, 0, 35, 646760, 539110
177, 4.80192, 4, 31, 639484, 531080
178, 4.56182, 2, 34, 638925, 531790
179, 4.33373, 3, 33, 638505, 531790
180, 4.11704, 0, 36, 638505, 531790
181, 3.91119, 1, 36, 638505, 531790
182, 3.71563, 1, 36, 637671, 531790
183, 3.52985, 0, 38, 637671, 531790
184, 3.35336, 7, 31, 634417, 542440
185, 3.18569, 5, 33, 631563, 538734
186, 3.0264, 3, 36, 626970, 537950
187, 2.87508, 1, 38, 626970, 537950
188, 2.73133, 1, 38, 626970, 537950
189, 2.59476, 3, 37, 625685, 535775
190, 2.46503, 1, 39, 625685, 535775
191, 2.34177, 1, 40, 625665, 535775
192, 2.22469, 3, 38, 624226, 535775
193, 2.11345, 0, 41, 624226, 535775
194, 2.00778, 3, 39, 622891, 509171
195, 1.90739, 1, 41, 622418, 509171
196, 1.81202, 2, 41, 621245, 505476
197, 1.72142, 2, 41, 621241, 500688
198, 1.63535, 0, 44, 621241, 500688
199, 1.55358, 0, 44, 621241, 500688
200, 1.4759, 3, 41, 618678, 510264
201, 1.40211, 1, 44, 618594, 510264
202, 1.332, 1, 44, 618594, 510264
203, 1.2654, 0, 46, 618594, 510264
204, 1.20213, 0, 46, 618594, 510264
205, 1.14202, 2, 45, 617925, 510264
206, 1.08492, 1, 46, 617648, 510264
207, 1.03068, 5, 43, 613634, 498870
208, 0.979143, 0, 48, 613634, 498870
209, 0.930186, 2, 47, 613603, 501762
210, 0.883677, 3, 46, 611569, 501762
211, 0.839493, 0, 49, 611569, 501762
212, 0.797518, 3, 47, 610726, 501762
213, 0.757642, 2, 48, 610314, 501762
214, 0.71976, 3, 48, 608865, 495255
215, 0.683772, 0, 51, 608865, 495255
216, 0.649584, 2, 50, 608317, 493885
217, 0.617105, 2, 50, 607503, 490238
218, 0.586249, 2, 51, 606546, 489804
219, 0.556937, 4, 50, 604965, 494822
220, 0.52909, 1, 53, 604965, 494822
221, 0.502635, 2, 53, 604867, 494822
222, 0.477504, 3, 52, 603602, 496248
223, 0.453629, 3, 53, 602309, 499032
224, 0.430947, 0, 56, 602309, 499032
225, 0.4094, 1, 56, 602305, 499032
226, 0.38893, 3, 54, 600061, 522648
227, 0.369483, 5, 53, 597626, 513366
228, 0.351009, 2, 56, 597482, 513366
229, 0.333459, 2, 57, 597157, 482769
230, 0.316786, 1, 59, 596867, 482769
231, 0.300946, 0, 60, 596867, 482769
232, 0.285899, 2, 59, 596763, 482769
233, 0.271604, 1, 60, 594393, 473526
234, 0.258024, 2, 60, 593095, 473526
235, 0.245123, 1, 62, 593095, 473526
236, 0.232867, 3, 60, 592263, 474237
237, 0.221223, 5, 59, 590935, 481574
238, 0.210162, 4, 61, 589259, 482790
239, 0.199654, 1, 64, 588399, 482790
240, 0.189671, 2, 64, 587417, 482790
241, 0.180188, 3, 64, 587057, 482790
242, 0.171178, 4, 63, 585861, 483300
243, 0.162619, 3, 65, 585861, 483300
244, 0.154488, 5, 64, 584833, 477225
245, 0.146764, 1, 68, 584810, 477225
246, 0.139426, 5, 65, 584541, 470475
247, 0.132455, 5, 66, 584459, 465075
248, 0.125832, 0, 71, 584459, 465075
249, 0.11954, 2, 70, 583486, 463757
250, 0.113563, 2, 71, 582209, 466473
251, 0.107885, 0, 73, 582209, 466473
252, 0.102491, 3, 71, 582125, 466473
253, 0.0973663, 1, 74, 582125, 466473
254, 0.092498, 4, 72, 581945, 464412
255, 0.0878731, 1, 75, 581810, 463060
256, 0.0834794, 5, 72, 581610, 464430
257, 0.0793054, 2, 76, 580733, 464430
258, 0.0753402, 5, 74, 580230, 452880
259, 0.0715732, 2, 77, 580230, 452880
260, 0.0679945, 2, 78, 579841, 456210
261, 0.0645948, 4, 77, 579034, 456876
262, 0.061365, 2, 80, 578953, 456876
263, 0.0582968, 6, 77, 578076, 455504
264, 0.0553819, 4, 79, 577969, 453512
265, 0.0526128, 3, 81, 577969, 453512
266, 0.0499822, 2, 83, 577379, 453512
267, 0.0474831, 3, 83, 577357, 453512
268, 0.0451089, 3, 84, 576696, 452829
269, 0.0428535, 3, 85, 575559, 452829
270, 0.0407108, 2, 87, 575559, 452829
271, 0.0386753, 4, 85, 574881, 454878
272, 0.0367415, 7, 83, 572736, 452829
273, 0.0349044, 1, 90, 572736, 452829
274, 0.0331592, 6, 86, 572327, 452829
275, 0.0315013, 1, 92, 571247, 450097
276, 0.0299262, 3, 91, 571247, 450097
277, 0.0284299, 3, 92, 571247, 450097
278, 0.0270084, 2, 94, 570747, 450097
279, 0.025658, 2, 95, 569616, 450097
280, 0.0243751, 6, 92, 566492, 480149
281, 0.0231563, 5, 94, 565355, 480149
282, 0.0219985, 1, 99, 564528, 480149
283, 0.0208986, 5, 96, 563577, 473319
284, 0.0198536, 7, 95, 562147, 469898
285, 0.018861, 6, 97, 561504, 464386
286, 0.0179179, 2, 102, 561504, 464386
287, 0.017022, 2, 103, 561179, 476518
288, 0.0161709, 1, 105, 561179, 476518
289, 0.0153624, 0, 107, 561179, 476518
290, 0.0145943, 2, 106, 561082, 476518
291, 0.0138645, 3, 106, 560940, 476518
292, 0.0131713, 3, 107, 560412, 476518
293, 0.0125127, 3, 108, 559981, 458994
294, 0.0118871, 5, 107, 559355, 477866
295, 0.0112928, 1, 112, 558872, 477866
296, 0.0107281, 2, 113, 558816, 477866
297, 0.0101917, 0, 116, 558816, 477866
