Iteration, Temperature, AcceptedMoves, RejectedMoves, Wirelength(HPWL), Area
1, 40000, 7, 0, 61647, 496000
2, 38000, 6, 1, 70196, 631389
3, 36100, 6, 1, 66845, 555291
4, 34295, 7, 0, 78885, 704267
5, 32580.2, 7, 0, 73042, 592662
6, 30951.2, 7, 0, 69294, 613815
7, 29403.7, 6, 1, 69979, 597402
8, 27933.5, 7, 0, 67032, 483662
9, 26536.8, 7, 0, 60478, 449304
10, 25210, 7, 0, 64781, 473670
11, 23949.5, 5, 2, 72919, 617210
12, 22752, 6, 1, 72435, 634296
13, 21614.4, 7, 0, 74116, 550275
14, 20533.7, 7, 0, 79898, 688398
15, 19507, 7, 0, 81753, 708992
16, 18531.6, 8, 0, 75142, 700271
17, 17605.1, 8, 0, 75310, 612945
18, 16724.8, 6, 2, 76796, 647541
19, 15888.6, 8, 0, 73409, 637696
20, 15094.1, 7, 1, 79639, 582798
21, 14339.4, 8, 0, 68178, 503344
22, 13622.5, 8, 0, 56924, 442255
23, 12941.3, 8, 0, 65580, 432612
24, 12294.3, 8, 0, 62041, 436480
25, 11679.6, 7, 1, 64172, 443040
26, 11095.6, 6, 2, 64754, 532480
27, 10540.8, 8, 0, 66120, 457608
28, 10013.8, 5, 3, 68718, 514242
29, 9513.08, 8, 1, 71867, 530882
30, 9037.42, 7, 2, 63307, 537992
31, 8585.55, 5, 4, 66055, 513648
32, 8156.27, 5, 4, 66859, 533087
33, 7748.46, 9, 0, 68145, 507210
34, 7361.04, 9, 0, 55225, 406455
35, 6992.98, 3, 6, 65669, 500822
36, 6643.34, 8, 1, 66583, 474154
37, 6311.17, 8, 1, 68578, 445214
38, 5995.61, 8, 1, 74323, 521073
39, 5695.83, 9, 0, 71612, 494488
40, 5411.04, 9, 0, 71694, 541632
41, 5140.49, 9, 1, 70604, 591820
42, 4883.46, 8, 2, 71760, 543126
43, 4639.29, 7, 3, 74376, 493476
44, 4407.32, 10, 0, 66988, 470067
45, 4186.96, 2, 8, 80287, 593832
46, 3977.61, 10, 0, 89010, 702270
47, 3778.73, 10, 0, 72609, 618472
48, 3589.79, 9, 1, 72226, 608048
49, 3410.3, 5, 5, 66057, 558646
50, 3239.79, 8, 2, 63744, 495788
51, 3077.8, 6, 4, 65752, 448188
52, 2923.91, 8, 3, 66431, 450660
53, 2777.71, 8, 3, 62782, 400784
54, 2638.83, 6, 5, 65999, 490460
55, 2506.89, 9, 2, 69825, 488151
56, 2381.54, 8, 3, 58960, 385728
57, 2262.47, 3, 8, 61962, 455544
58, 2149.34, 4, 7, 70347, 511920
59, 2041.87, 9, 2, 65242, 435108
60, 1939.78, 7, 4, 65952, 474866
61, 1842.79, 8, 4, 67716, 483890
62, 1750.65, 7, 5, 72747, 533778
63, 1663.12, 8, 4, 66671, 533596
64, 1579.96, 9, 3, 65234, 489834
65, 1500.97, 7, 5, 71057, 549927
66, 1425.92, 9, 3, 72443, 559320
67, 1354.62, 11, 1, 65201, 454896
68, 1286.89, 3, 9, 64529, 475254
69, 1222.55, 5, 7, 64270, 475616
70, 1161.42, 12, 1, 57801, 414749
71, 1103.35, 10, 3, 59180, 406394
72, 1048.18, 7, 6, 62570, 392035
73, 995.771, 1, 12, 64296, 440820
74, 945.983, 12, 1, 69005, 455886
75, 898.684, 8, 5, 63319, 361200
76, 853.749, 2, 11, 65156, 397524
77, 811.062, 4, 9, 66797, 398574
78, 770.509, 4, 10, 61836, 440505
79, 731.983, 7, 7, 69060, 443750
80, 695.384, 6, 8, 73400, 446020
81, 660.615, 8, 6, 66691, 458964
82, 627.584, 4, 10, 65393, 429352
83, 596.205, 10, 4, 68345, 392077
84, 566.395, 4, 10, 65643, 375514
85, 538.075, 2, 12, 65703, 354692
86, 511.171, 7, 8, 62834, 350083
87, 485.613, 5, 10, 63784, 386280
88, 461.332, 9, 6, 62354, 373426
89, 438.265, 2, 13, 60497, 383570
90, 416.352, 5, 10, 63412, 397232
91, 395.535, 7, 8, 66612, 394857
92, 375.758, 5, 10, 63912, 415856
93, 356.97, 5, 11, 62563, 419879
94, 339.121, 6, 10, 64637, 408765
95, 322.165, 8, 8, 60925, 401508
96, 306.057, 4, 12, 63740, 398112
97, 290.754, 3, 13, 57430, 403518
98, 276.217, 4, 12, 63254, 406644
99, 262.406, 9, 8, 56913, 383792
100, 249.285, 2, 15, 55386, 383792
101, 236.821, 4, 13, 62564, 384264
102, 224.98, 6, 11, 61774, 392040
103, 213.731, 8, 9, 59740, 388287
104, 203.045, 5, 12, 60000, 371580
105, 192.892, 5, 13, 61549, 367650
106, 183.248, 4, 14, 62696, 369768
107, 174.085, 3, 15, 62366, 361200
108, 165.381, 0, 18, 62366, 361200
109, 157.112, 3, 15, 63513, 361200
110, 149.256, 5, 13, 61371, 356796
111, 141.794, 2, 17, 61371, 356796
112, 134.704, 4, 15, 63647, 355630
113, 127.969, 3, 16, 64370, 354410
114, 121.57, 6, 13, 65194, 338520
115, 115.492, 5, 14, 59154, 325984
116, 109.717, 3, 17, 60930, 325984
117, 104.231, 8, 12, 57547, 304722
118, 99.0197, 1, 19, 56720, 301131
119, 94.0688, 3, 17, 54729, 299079
120, 89.3653, 1, 19, 54729, 299079
121, 84.8971, 2, 19, 53584, 299592
122, 80.6522, 3, 18, 54760, 303696
123, 76.6196, 3, 18, 54129, 290917
124, 72.7886, 3, 18, 56825, 290917
125, 69.1492, 4, 17, 55397, 288422
126, 65.6917, 5, 17, 53693, 282296
127, 62.4071, 2, 20, 53418, 282296
128, 59.2868, 4, 18, 53564, 282296
129, 56.3224, 2, 20, 52919, 283128
130, 53.5063, 1, 21, 52673, 283128
131, 50.831, 2, 21, 52730, 283128
132, 48.2895, 0, 23, 52730, 283128
133, 45.875, 2, 21, 52673, 283128
134, 43.5812, 1, 22, 52752, 283128
135, 41.4022, 1, 22, 52752, 283128
136, 39.3321, 1, 23, 52752, 283128
137, 37.3655, 5, 19, 52827, 283189
138, 35.4972, 2, 22, 51947, 283189
139, 33.7223, 2, 22, 51632, 282172
140, 32.0362, 3, 22, 51516, 279752
141, 30.4344, 3, 22, 51254, 279752
142, 28.9127, 2, 23, 51082, 279752
