Iteration, Temperature, AcceptedMoves, RejectedMoves, Wirelength(HPWL), Area
1, 40000, 7, 0, 160078, 634368
2, 38000, 7, 0, 135478, 549000
3, 36100, 6, 1, 143988, 608908
4, 34295, 7, 0, 156614, 753280
5, 32580.2, 7, 0, 153412, 660128
6, 30951.2, 7, 0, 150056, 604650
7, 29403.7, 7, 0, 150860, 559377
8, 27933.5, 7, 0, 137126, 469340
9, 26536.8, 7, 0, 135305, 469971
10, 25210, 7, 0, 144316, 487104
11, 23949.5, 6, 1, 140141, 495176
12, 22752, 5, 2, 148111, 567508
13, 21614.4, 6, 1, 156078, 529298
14, 20533.7, 6, 1, 151052, 512994
15, 19507, 7, 0, 141231, 463100
16, 18531.6, 6, 2, 154201, 583800
17, 17605.1, 8, 0, 133291, 414207
18, 16724.8, 4, 4, 158847, 614196
19, 15888.6, 8, 0, 177637, 751520
20, 15094.1, 6, 2, 153093, 625485
21, 14339.4, 8, 0, 172532, 676753
22, 13622.5, 8, 0, 161281, 620497
23, 12941.3, 6, 2, 151626, 587064
24, 12294.3, 7, 1, 142797, 548580
25, 11679.6, 8, 0, 145003, 519357
26, 11095.6, 5, 3, 164113, 661824
27, 10540.8, 8, 0, 159235, 620312
28, 10013.8, 7, 1, 154116, 617463
29, 9513.08, 9, 0, 139934, 514910
30, 9037.42, 9, 0, 141616, 509796
31, 8585.55, 8, 1, 146629, 505050
32, 8156.27, 7, 2, 151273, 536375
33, 7748.46, 7, 2, 149828, 572970
34, 7361.04, 5, 4, 153315, 578512
35, 6992.98, 8, 1, 135401, 472630
36, 6643.34, 7, 2, 145790, 494208
37, 6311.17, 5, 4, 149446, 540940
38, 5995.61, 8, 1, 154744, 521600
39, 5695.83, 7, 2, 148510, 543270
40, 5411.04, 8, 1, 158432, 547756
41, 5140.49, 4, 6, 181308, 631099
42, 4883.46, 10, 0, 152035, 545776
43, 4639.29, 10, 0, 149330, 533250
44, 4407.32, 2, 8, 157806, 621432
45, 4186.96, 9, 1, 138435, 441560
46, 3977.61, 7, 3, 144809, 464280
